"This leaderboard is the average results of 40 runs done between 1,433 competitors. (After many handshake, kingmaker, minion, and random.seed manipulators had been removed.)",,,,,,,,,,,,,,
"More improvements: For these runs, the order in which the 1v1s were conducted was also randomized, just in case there were any lingering effects between game-to-game (there shouldn't be, but I just wanted to be safe)",,,,,,,,,,,,,,
THIS LEADERBOARD IS NOT FINALIZED!,,,,,,,,,,,,,,
ID,Rank,Author,Strategy name,Passed sanity check? (no crash),Trial count,Average of (SCORE*100),95% margin of error of (SCORE*100),Stdev of (SCORE*100),% turns cooperated (equal weight to each game regardless of game length),% coop rate stdev across diff opponents,Days after announcement submitted,Non-empty lines of code,"Runtime against 9 defaults (in ms) (~2,250 runs)",A/B branch
userStrats.s366,#1488,Hello,Screenshot 2021-05-20 22.12.33.12.33 - Cat Cubing and Gaming.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.23948,0,3600000,1
userStrats.s370,#1489,Nerdico36,Scientist.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.26816,80,3600000,1
userStrats.s389,#1490,Peter,mtft.py,FALSE ( random.random had no parentheses (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,1.4345,10,86.657,3
userStrats.s392,#1491,Bill Owen,!BillOwen!.py,FALSE ( Tampering with random seed. (Setting it to 0) (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,1.45719,31,409.295,3
userStrats.s403,#1492,HellLight,TatForTit.py,FALSE ( array out of bounds (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,1.59382,9,87.021,3
userStrats.s434,#1493,Yewolf,analyser.py,FALSE ( Duplicate of s441.py submitted the same person (Yewolf) (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,1.78481,42,309.628,3
userStrats.s444,#1494,Matt9n,ForgivingDetective.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.85382,40,3600000,0
userStrats.s446,#1495,Josselin,josselin algorithm tournament.py.py - Josselin BULOT.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.86021,23,3600000,1
userStrats.s447,#1496,NoNeed4Speed,coconut.py,FALSE ( from termios import CRPRNT (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,1.86156,16,114.462,1
userStrats.s448,#1497,WeeWolfG,PrisonersDilemmaCarykhTournament.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.86433,55,3600000,1
userStrats.s453,#1498,MJ99,Strategy.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.87981,6,3600000,-1
userStrats.s458,#1499,Portavle,stepper.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.9169,43,3600000,3
userStrats.s464,#1500,vtsman,brainwash.py,FALSE ( Imported sys (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,1.94056,16,904.839,2
userStrats.s466,#1501,WolfeC0,prisonersDilemma.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,1.95009,115,3600000,1
userStrats.s471,#1502,Jmac00,chickenDinner-1.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,1.98141,13,91.99,1
userStrats.s477,#1503,PissKid,conditionalGrudge.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,2.0205,14,89.14,3
userStrats.s488,#1504,Kalyen,ShortTermMemory.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,2.07804,14,3600000,3
userStrats.s492,#1505,Louis,starage but i dont have one.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,2.10677,3,3600000,3
userStrats.s501,#1506,Jared,elephant.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,2.22222,17,102.94,1
userStrats.s506,#1507,Quillan Squires,I probably won’t win idk.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,2.28431,2,3600000,0
userStrats.s509,#1508,Michael,godfather.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,2.36638,56,95.857,1
userStrats.s510,#1509,Michael,minion.py,"FALSE ( Minion of the ""minion"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,2.36942,71,92.688,1
userStrats.s514,#1510,D.B.E. Evolution,titForTat_stab.B.E. Evolution.py,FALSE ( Line 25: TypeError: unsupported operand type(s) for -: 'int' and 'NoneType' (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,2.41703,36,185.519,3
userStrats.s518,#1511,JetstarRadio,minion.py,"FALSE ( Minion of the ""minion"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,2.45252,71,97.807,3
userStrats.s522,#1512,Crash The Gaming Master,GUEST_e1b25504-9ec1-4f6e-82b1-1829de2813e5.jpeg,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,2.49,0,3600000,3
userStrats.s531,#1513,Skip,KingStrat.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,2.56712,29,112.005,2
userStrats.s534,#1514,Skip,Mason.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,2.57742,27,111.814,2
userStrats.s553,#1515,rossrkk,hmm.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,2.76117,138,19303.14,2
userStrats.s588,#1516,Dahdee,validation.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,2.96631,13,90.456,2
userStrats.s589,#1517,Juan Meleiro,forgiveButDontForget.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,2.96703,7,93.977,2
userStrats.s594,#1518,Fededot,conditionCheck.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,2.97773,13,89.726,-1
userStrats.s604,#1519,Amita,t4tPistola.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,3.09203,13,3600000,0
userStrats.s606,#1520,Zach,!!!!!clockwork_soul.py,FALSE ( Tampering with random (not technically a crash) (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,3.11969,9,132.575,3
userStrats.s610,#1521,Sebb,observer.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,3.23383,13,89.594,-1
userStrats.s611,#1522,Amy,observer.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,3.23638,13,90.541,-1
userStrats.s633,#1523,Internet user,Egoman.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,3.59468,38,3600000,1
userStrats.s654,#1524,Friday,titForTatbutFriday.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,3.74742,10,3600000,3
userStrats.s657,#1525,CaryKH,permanentChoice.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,3.77769,10,89.531,2
userStrats.s659,#1526,Crusty,alternateGrim.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,3.7792,13,88.198,1
userStrats.s669,#1527,Ben,bayesianDetective.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,3.84263,279,14093.232,3
userStrats.s689,#1528,DankMemepoop,differentGrudge.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,3.94303,17,90.422,3
userStrats.s697,#1529,Brendan,puppetmaster.py,FALSE ( Line 20: IndexError: index 10 is out of bounds for axis 1 with size 10 (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,3.99466,23,126.07,3
userStrats.s698,#1530,uri.zoarets,.zoarets.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,4.01038,2,3600000,3
userStrats.s702,#1531,FlattestGuitar,jazzed.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,4.04397,12,3600000,2
userStrats.s708,#1532,Joe,main.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,4.13355,2,3600000,1
userStrats.s715,#1533,Zyzzyxis (zizz-ix-iss),forgiveThenStab.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,4.16869,12,3600000,1
userStrats.s717,#1534,Ignore this because i cant delete this,Name _ Phasing-WPS Office.docx,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,4.18353,0,3600000,-1
userStrats.s750,#1535,acrossingshop,crazy_fan_anne.py,"FALSE ( Minion of the ""crazy-fan"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,4.62528,25,96.312,3
userStrats.s752,#1536,Soulspar,crazy_fan_soulspar.py,"FALSE ( Minion of the ""crazy-fan"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,4.63509,25,97.85,2
userStrats.s753,#1537,bippyboppy,minion.py,"FALSE ( Minion of the ""minion"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,4.63995,71,92.86,3
userStrats.s759,#1538,Hal,Tsundere.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,4.69273,39,3600000,0
userStrats.s760,#1539,Thiske,abuserAI.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,4.69737,181,14188.815,2
userStrats.s781,#1540,max,maxus.py,FALSE ( array out of bounds (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,4.82453,25,107.523,2
userStrats.s795,#1541,Dom the Bomb,superCoolStrategy.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,4.90762,38,107.53,2
userStrats.s812,#1542,AJM,crazy_fan_adam.py,"FALSE ( Minion of the ""crazy-fan"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,4.99513,25,95.393,2
userStrats.s835,#1543,Gono3,hello_carykh.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.10753,27,3600000,-1
userStrats.s837,#1544,Nyther (Nai-durr),rickTfT.py,"FALSE ( called ""random.seed()"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,5.14866,15,124.563,2
userStrats.s839,#1545,"Nou skrinketh rose ant lylie-flour That whilen ber that suete savour    In somer, that suete tyde; Ne is no quene so stark ne stour, Ne no levedy so bryht in bour,    That ded ne shal byglyde. Whose wol fleysh lust forgon    Ant hevene blis abyde, On Jesu be is thoht anon,    That therled was ys side.  From Petresbourh in o morewenyng, As Y me wende o my pleyyyng,    On mi folie Y thohte; Menen Y gon my mournyng To hire that ber the hevene kyng,    Of merci hire bysohte: “Ledy, preye thi sone for ous,    That us duere bohte, Ant shild us from the lothe hous    That to the Fend is wrohte!”  Myn herte of dedes wes fordred Of synne that Y have my fleish fed,    Ant folewed al my tyme, That Y not whider I shal be led When Y lygge on dethes bed,    In joie ore into pyne. On o Ledy myn hope is,    Moder ant virgyne; Whe shulen into hevene blis    Thurh hire medicine.  Betere is hire medycyn Then eny mede or eny wyn;    Hire erbes smulleth suete! From Catenas into Dyvelyn, Nis ther no leche so fyn    Oure serewes to bete. Mon that feleth eni sor    Ant his folie wol lete, Withoute gold other eny tresor    He mai be sound ant sete.  Of penaunce is his plastre al. Ant ever serven hire Y shal,    Nou ant al my lyve; Nou is fre that er wes thral, Al thourh that Levedy gent ant smal:         Heried be hyr joies fyve! Wherso eny sek ys,    Thider hye blyve! Thurh hire beoth ybroht to blis,    Bo mayden ant wyve.  For he that dude is body on tre Of oure sunnes have piete,    That weldes heovene boures! Wymmon, with thi jolyfte, Thah thou be whyt ant bryth on ble,    Thou thench on Godes shoures!    Falewen shule thy floures. Jesu, have merci of us,    That al this world honoures.       Amen.",norway.png,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.1744,0,3600000,0
userStrats.s858,#1546,Thecoder3281f,blackjack.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.34037,65,3600000,3
userStrats.s867,#1547,Sultan,KAW_analysis.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.41812,31,3600000,2
userStrats.s883,#1548,Saiv46,Speedwagon.py,FALSE (  (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,5.5639,43,91.728,-1
userStrats.s923,#1549,dechair3 ( the chair 3),gradual.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.76333,15,3600000,3
userStrats.s934,#1550,Hunter,perry.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.80164,4111,22512.371,2
userStrats.s938,#1551,Harry,crazy_fan_goose.py,"FALSE ( Minion of the ""crazy-fan"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,5.81112,25,99.945,3
userStrats.s952,#1552,Lost Robot,listenToCardiacs.py,FALSE ( division by zero (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,5.83959,132,95.11,2
userStrats.s957,#1553,Zekrim,good_enough_i_guess.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.85815,86,3600000,3
userStrats.s964,#1554,jingleCat,tftSmallRandom.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.87345,8,3600000,2
userStrats.s1000,#1555,CaptainCroix,mostlyDefector.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,5.95941,13,94.386,2
userStrats.s1005,#1556,bee33,eddfd.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,5.9688,57,60000,3
userStrats.s1021,#1557,StepSwitcher,niceguy.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.01176,21,3600000,2
userStrats.s1046,#1558,flame,titfortot.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.10598,13,3600000,0
userStrats.s1050,#1559,Otto Slade,Dilemma.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.11334,9,3600000,0
userStrats.s1055,#1560,Turtles,prisoners.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.12183,22,3600000,2
userStrats.s1059,#1561,Sidewinder7,ProfessorX.py,FALSE ( TIME-TRAVELLING MANIAC (getState called with encrypted code in disguise) (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,6.13773,592,1298.19,3
userStrats.s1060,#1562,Dead Meme Walking,Strawman.py,"FALSE ( called ""_getframe"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.14491,16,90.741,0
userStrats.s1065,#1563,Luke Janikowski,angryMomma.py,"FALSE ( Implemented the code ""1011000001011"" in some way or another (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.16834,13,93.239,3
userStrats.s1077,#1564,Meep,prisonersDilemma.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.20025,114,3600000,3
userStrats.s1120,#1565,dixon,forgetfortat.py,FALSE ( num = random.randit(0 (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,6.3677,13,89.821,-1
userStrats.s1129,#1566,Silas,i_sigh_less.py,"FALSE ( called ""random.seed()"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.39881,10,114.514,2
userStrats.s1136,#1567,Munanochupapi,eviltft.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.42505,18,3600000,-1
userStrats.s1140,#1568,FlavourFriend,pavlov.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,6.43528,27,97.884,2
userStrats.s1143,#1569,blob,stupid.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.44594,6,3600000,2
userStrats.s1147,#1570,Mr. N,DumbDectective.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.4615,76,3600000,1
userStrats.s1151,#1571,77777771,strategy.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.46968,12,3600000,3
userStrats.s1164,#1572,Octahedron,mystrat.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.51922,14,3600000,0
userStrats.s1175,#1573,Joris,WCD_AI,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.5514,1,3600000,-1
userStrats.s1190,#1574,Jon Greene,YouNeverSaidWeCouldntUpload1Files.py,"FALSE ( Minion of s1437.py in ""bestleecher"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.63191,29,98.359,-1
userStrats.s1191,#1575,Desiree Wolfe,YouNeverSaidWeCouldntUpload2Files.py,"FALSE ( Minion of s1437.py in ""bestleecher"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.6351,29,94.239,-1
userStrats.s1197,#1576,Nikos Plugachev,benevolentElephant.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.64176,95,16404.675,3
userStrats.s1201,#1577,MothPickShow,PD.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.6525,126,3600000,1
userStrats.s1210,#1578,Blackhole,genomicOptimizeEvaluate.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.67878,152,60000,3
userStrats.s1212,#1579,Sergio,bee_movie.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.67968,138,12615.133,2
userStrats.s1214,#1580,Gregory Campbell,betterJoss.py,"FALSE ( Uses handshaking code: ""0100111"" (7s removed) (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.68617,23,99.013,-1
userStrats.s1215,#1581,Sergio Fernandez,amanda.py,"FALSE ( Uses handshaking code: ""0100111"" (9s removed) (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.6953,24,91.403,-1
userStrats.s1216,#1582,jakobscharf,professionalGrim.py,FALSE ( Obfuscated version of s1219.py (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,6.69535,15,91.961,3
userStrats.s1219,#1583,Manu,minimalistGrudger.py,FALSE ( Obfuscated version of s1216.py (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,6.71248,13,98.494,2
userStrats.s1232,#1584,MangoPanacota,unforgivingtitfortat.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.7383,18,3600000,3
userStrats.s1235,#1585,Nefleheim,notforgivingtft.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.74233,17,3600000,3
userStrats.s1236,#1586,tony,notforgivingtft.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.74389,17,3600000,-1
userStrats.s1238,#1587,Greg,AAAAntiRandDAntiJossAntiDetecFTF.py,"FALSE ( Duplicate of 1284.py submitted the same person (Greg's ""AAAAntiRandDAntiJossAntiDetecFTF.py"") (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.7475,130,1242.346,2
userStrats.s1243,#1588,Camille Wagner,module.py,"FALSE ( Uses handshaking code: ""0100111"" (5s removed) (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.75649,25,94.777,-1
userStrats.s1260,#1589,Branchguy,BotChen.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.79037,441,133697.74,1
userStrats.s1261,#1590,piggie,crazy_fan_loro.py,"FALSE ( Minion of the ""crazy-fan"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.79828,25,100.552,0
userStrats.s1278,#1591,michaelshumshum or my real name Michael Shum,awfulPattern&BehaviourAnalysis.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.8261,151,15676.541,2
userStrats.s1283,#1592,Branchguy,BotChen.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.83161,469,145106.004,1
userStrats.s1292,#1593,Grube,stallion.py,"FALSE ( I believe this is the kingmaker that benefits from the ""1011000001011"" code. (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.83841,79,130.599,1
userStrats.s1313,#1594,Hercik (you can call eric for easy spelling),vendetta.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,6.87442,35,96.143,2
userStrats.s1314,#1595,AngryEndUser,pfusch.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.87447,86,42488.026,2
userStrats.s1322,#1596,ShaharJ,thereIsNoWayThisStrategyWins.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.88309,14,3600000,1
userStrats.s1359,#1597,Eiri,titForTatSupremacy.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,6.93279,10,100.307,3
userStrats.s1364,#1598,Sam,clairvoyance.py,FALSE ( KeyError: 'moduleB' (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,6.93608,75,471.69,3
userStrats.s1370,#1599,max300000,InQuotesAI.py,FALSE ( line 19:KeyError: '[[1 1 1 1 1 1 0 1] (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,6.93949,603,295.676,0
userStrats.s1377,#1600,Hamster,crazy_fan_hammy.py,"FALSE ( Minion of the ""crazy-fan"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,6.94443,25,103.371,2
userStrats.s1384,#1601,Linus Brendel,lookupAndAdjust.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.95351,70,3600000,3
userStrats.s1431,#1602,Periapsis,Periapsis.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,6.9933,99,127.261,2
userStrats.s1435,#1603,Nikos,CrimsonB.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.99458,90,29785.244,1
userStrats.s1437,#1604,Nateguana,bestLeecher.py,FALSE ( bestleecher.py is a kingmaker strategy with minions (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,6.99624,41,90.819,0
userStrats.s1441,#1605,Cyanime,SherlockHolmes.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,6.99875,154,60000,2
userStrats.s1446,#1606,Ascpixel (asc for short),tem.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,7.00056,233,271.527,2
userStrats.s1460,#1607,1-UP Nuke,ragequit.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.00803,1,3600000,3
userStrats.s1461,#1608,2025jiji,8t64pt.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.00832,12,3600000,2
userStrats.s1464,#1609,/// Tici,defectingCooperator.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.00919,10,3600000,2
userStrats.s1490,#1610,2025jiji,8t64pt.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.01722,12,3600000,2
userStrats.s1499,#1611,Davi and Vinny Pagano (other email: vpagano@princeton.edu),strategy.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.01962,326,3600000,-1
userStrats.s1500,#1612,kikones34,superMegaCoolStratUltraNoRubyOnlyKingAndKiko.py,FALSE (  (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,7.01978,135,381.937,0
userStrats.s1504,#1613,Frederico Messa (a.k.a. PlixMax),patternExploiter.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.02031,108,33206.529,0
userStrats.s1505,#1614,Demian,1rb0WfGD0s.py,FALSE ( Line 20: IndexError: list index out of range (Crashed during full-matrix run)),0,-1,-1,-1,-1,-1,7.02049,57,107.909,1
userStrats.s1512,#1615,Phyremaster,investigator.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.02711,158,3600000,3
userStrats.s1525,#1616,Ghost256,Prisoner256.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.08671,11,3600000,0
userStrats.s1531,#1617,IANco,Prisoner's_Dilemma.. - EN Kreag.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.11275,1023,60000,3
userStrats.s1540,#1618,Andrew K.,mob_boss.py,"FALSE ( mob-boss.py is a kingmaker strategy of the ""mob-boss"" group - self-proclaimed ""Gangster"" (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,7.15882,56,93.051,1
userStrats.s1542,#1619,Sarah,Racketeer.py,"FALSE ( Minion of the ""mob-boss"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,7.17016,31,92.654,0
userStrats.s1553,#1620,AlgebraIsTooFun101,main.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.32766,163,3600000,1
userStrats.s1557,#1621,Timkador,Copycat-detector.py,FALSE (crashed/froze during sanity check),0,-1,-1,-1,-1,-1,7.4673,86,3600000,2
userStrats.s1577,#1622,Alexa,Gangster.py,"FALSE ( Minion of the ""mob-boss"" group (Crashed during full-matrix run))",0,-1,-1,-1,-1,-1,7.87362,29,98.862,1
userStrats.s1585,#1623,Roman,quartz.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,7.98627,69,94.116,2
userStrats.s1592,#1624,Maildropfolder (pronounced just like the three words),statsWhale.py,FALSE (duplicate from same author),0,-1,-1,-1,-1,-1,8.0205,75,88.454,0
